Order_ID,Order_Date,Customer_ID,Customer_Age,Customer_Gender,Region,Country,Category,Product_Name,Price,Quantity,Discount,Revenue,Profit,Payment_Method,Month
O03502,2024-02-02,C1262,42,Male,South,Germany,Electronics,Headphones,500.38,4.0,0.05,1901.44,490.94,PayPal,2024-02
O03503,2024-01-09,C0100,62,Male,West,Australia,Furniture,Sofa,236.4,2.0,0.11,420.79,53.86,Cash,2024-01
O03504,2023-07-11,C0863,26,Female,North,USA,Clothing,Jacket,384.09,1.0,0.15,326.48,35.55,PayPal,2023-07
O03505,2023-03-18,C1660,64,Female,North,UK,Furniture,Chair,39.03,4.0,0.13,135.82,15.45,Debit Card,2023-03
O03506,2023-10-28,C1998,18,Female,East,USA,Furniture,Sofa,571.39,4.0,0.12,2011.29,321.23,Credit Card,2023-10
O03507,2023-08-16,C1629,42,Male,East,Germany,Clothing,Jeans,229.07,1.0,0.18,187.84,59.81,Credit Card,2023-08
O03508,2023-01-12,C0057,53,Female,North,Germany,Furniture,Cabinet,493.26,1.0,0.03,478.46,84.94,Debit Card,2023-01
O03509,2023-05-05,C0549,43,Female,North,USA,Furniture,Sofa,770.85,3.0,0.26,1711.29,325.47,PayPal,2023-05
O03510,2024-02-02,C1762,65,Female,South,USA,Electronics,Laptop,765.15,5.0,0.01,3787.49,581.01,Credit Card,2024-02
O03511,2023-04-08,C0769,40,Male,North,Germany,Electronics,Laptop,853.13,3.0,0.01,2533.8,867.22,Credit Card,2023-04
O03512,2023-06-15,C0799,47,Female,East,USA,Clothing,Shoes,103.2,4.0,0.19,334.37,88.76,PayPal,2023-06
O03513,2023-07-20,C1502,56,Female,East,Germany,Office Supplies,Pen Set,20.06,1.0,0.08,18.46,6.32,Cash,2023-07
O03514,2023-03-24,C1823,19,Male,West,Australia,Clothing,Jeans,291.46,4.0,0.23,897.7,109.61,PayPal,2023-03
O03515,2023-05-27,C1480,63,Female,North,Australia,Office Supplies,Printer Paper,343.74,1.0,0.26,254.37,48.54,PayPal,2023-05
O03516,2023-12-30,C0032,53,Male,North,UK,Electronics,Headphones,721.71,3.0,0.09,1970.27,293.47,PayPal,2023-12
O03517,2024-03-10,C1867,34,Male,West,Australia,Furniture,Sofa,211.1,1.0,0.01,208.99,61.83,Credit Card,2024-03
O03518,2024-06-17,C1926,28,Female,East,USA,Electronics,Tablet,712.67,3.0,0.13,1860.07,256.16,Debit Card,2024-06
O03519,2024-03-04,C0013,46,Female,North,Germany,Electronics,Headphones,22.63,2.0,0.11,40.28,7.41,Debit Card,2024-03
O03520,2023-03-24,C0386,34,Male,West,Germany,Furniture,Chair,550.53,5.0,0.1,2477.38,821.32,Cash,2023-03
O03521,2024-01-14,C0545,61,Male,North,Germany,Furniture,Cabinet,617.92,3.0,0.23,1427.4,238.43,Debit Card,2024-01
O03522,2023-04-27,C0913,30,Male,South,Canada,Office Supplies,Notebook,36.04,5.0,0.05,171.19,42.16,PayPal,2023-04
O03523,2024-03-20,C1951,24,Male,North,Germany,Clothing,Shoes,285.0,4.0,0.25,855.0,299.24,Cash,2024-03
O03524,2023-09-23,C0950,53,Female,West,UK,Clothing,T-Shirt,559.53,3.0,0.02,1645.02,444.36,PayPal,2023-09
O03525,2023-09-11,C1627,54,Male,East,Germany,Electronics,Smartphone,519.5,1.0,0.0,519.5,119.61,PayPal,2023-09
O03526,2023-04-20,C0514,33,Male,East,Australia,Clothing,Jeans,21.09,2.0,0.28,30.37,8.14,Cash,2023-04
O03527,2023-12-12,C1706,54,Male,North,Canada,Electronics,Tablet,193.82,2.0,0.24,294.61,86.27,Credit Card,2023-12
O03528,2023-12-13,C0399,18,Female,West,UK,Electronics,Smartphone,813.74,2.0,0.17,1350.81,313.15,Credit Card,2023-12
O03529,2023-04-18,C1511,45,Female,West,Germany,Furniture,Desk,585.86,1.0,0.22,456.97,83.21,Cash,2023-04
O03530,2023-04-14,C1186,47,Male,East,Germany,Clothing,Jacket,354.87,3.0,0.01,1053.96,220.41,Credit Card,2023-04
O03531,2023-11-13,C0507,50,Female,West,Germany,Furniture,Sofa,253.23,3.0,0.22,592.56,114.46,Cash,2023-11
O03532,2024-03-10,C1246,38,Female,South,Canada,Office Supplies,Pen Set,739.49,2.0,0.05,1405.03,307.66,Debit Card,2024-03
O03533,2023-09-28,C1942,32,Female,North,UK,Electronics,Laptop,333.2,4.0,0.23,1026.26,277.92,Credit Card,2023-09
O03534,2023-09-29,C0129,61,Male,East,UK,Electronics,Headphones,403.2,2.0,0.05,766.08,187.17,Cash,2023-09
O03535,2024-01-29,C1661,62,Male,West,USA,Clothing,T-Shirt,587.18,4.0,0.24,1785.03,249.97,PayPal,2024-01
O03536,2023-07-10,C1773,33,Female,South,Germany,Clothing,Jeans,467.87,5.0,0.01,2315.96,357.73,Credit Card,2023-07
O03537,2024-06-22,C0539,30,Female,North,UK,Clothing,Shoes,718.59,4.0,0.22,2242.0,304.29,Credit Card,2024-06
O03538,2023-03-08,C0223,65,Female,West,Germany,Furniture,Desk,450.78,3.0,0.14,1163.01,256.29,Debit Card,2023-03
O03539,2023-12-19,C0640,25,Female,East,India,Office Supplies,Printer Paper,457.54,2.0,0.02,896.78,111.58,Cash,2023-12
O03540,2024-06-08,C1094,38,Male,West,Germany,Furniture,Cabinet,640.72,1.0,0.0,640.72,203.14,PayPal,2024-06
O03541,2023-08-17,C1124,30,Male,North,India,Clothing,Shoes,512.03,1.0,0.12,450.59,146.66,Credit Card,2023-08
O03542,2024-06-15,C1085,21,Female,North,Canada,Electronics,Smartphone,288.49,4.0,0.24,877.01,128.17,Debit Card,2024-06
O03543,2024-03-18,C0135,47,Male,East,Australia,Office Supplies,Notebook,928.23,5.0,0.14,3991.39,1161.6,Cash,2024-03
O03544,2023-07-26,C0161,34,Male,North,Canada,Electronics,Smartphone,456.91,2.0,0.23,703.64,174.06,Debit Card,2023-07
O03545,2024-06-16,C1525,18,Female,East,USA,Furniture,Desk,778.47,5.0,0.24,2958.19,465.81,Credit Card,2024-06
O03546,2023-03-24,C0823,36,Female,West,India,Furniture,Cabinet,205.61,4.0,0.17,682.63,84.61,Debit Card,2023-03
O03547,2024-05-01,C1330,26,Male,West,Australia,Electronics,Laptop,370.14,2.0,0.2,592.22,86.67,Debit Card,2024-05
O03548,2023-02-04,C1910,29,Male,South,Germany,Office Supplies,Notebook,414.01,2.0,0.07,770.06,136.86,Cash,2023-02
O03549,2024-06-17,C0932,43,Male,South,Canada,Office Supplies,Printer Paper,601.87,1.0,0.14,517.61,105.29,PayPal,2024-06
O03550,2024-06-05,C0146,18,Female,North,UK,Electronics,Headphones,485.96,1.0,0.05,461.66,105.11,Debit Card,2024-06
O03551,2024-03-30,C1249,58,Male,East,Australia,Furniture,Desk,779.32,2.0,0.29,1106.63,329.99,Cash,2024-03
O03552,2024-06-13,C0198,35,Female,East,UK,Clothing,Jeans,829.26,4.0,0.18,2719.97,767.79,Debit Card,2024-06
O03553,2023-06-28,C0088,46,Male,East,Canada,Office Supplies,Notebook,861.21,1.0,0.1,775.09,232.48,Debit Card,2023-06
O03554,2023-08-25,C0107,62,Female,West,Canada,Electronics,Laptop,682.38,3.0,0.12,1801.48,196.99,Credit Card,2023-08
O03555,2023-10-11,C1442,22,Male,North,India,Clothing,Shoes,114.14,2.0,0.01,226.0,54.34,Cash,2023-10
O03556,2023-05-12,C0584,53,Female,East,Canada,Clothing,Shoes,193.96,4.0,0.16,651.71,224.05,Cash,2023-05
O03557,2023-03-13,C0983,32,Male,West,Germany,Office Supplies,Notebook,706.46,2.0,0.18,1158.59,304.18,PayPal,2023-03
O03558,2023-03-09,C1446,33,Female,North,Germany,Clothing,Shoes,298.86,4.0,0.18,980.26,159.54,Debit Card,2023-03
O03559,2024-03-01,C0829,63,Male,South,Germany,Clothing,Shoes,783.25,5.0,0.08,3602.95,559.74,Cash,2024-03
O03560,2024-04-08,C0987,63,Female,East,Canada,Furniture,Sofa,964.89,5.0,0.07,4486.74,531.35,Debit Card,2024-04
O03561,2024-03-26,C0598,37,Male,South,Canada,Office Supplies,Notebook,289.23,3.0,0.08,798.27,80.69,PayPal,2024-03
O03562,2024-02-04,C1017,58,Male,South,USA,Office Supplies,Pen Set,621.67,5.0,0.17,2579.93,846.85,Cash,2024-02
O03563,2023-04-22,C1482,18,Male,West,Australia,Office Supplies,Pen Set,766.42,5.0,0.09,3487.21,542.95,Credit Card,2023-04
O03564,2023-11-08,C0439,49,Female,North,Australia,Furniture,Cabinet,614.84,5.0,0.28,2213.42,504.94,Cash,2023-11
O03565,2023-11-23,C0654,25,Male,West,USA,Office Supplies,Notebook,867.96,5.0,0.06,4079.41,1214.34,Credit Card,2023-11
O03566,2023-08-29,C0262,57,Female,North,UK,Office Supplies,Printer Paper,592.17,2.0,0.11,1054.06,116.69,Cash,2023-08
O03567,2024-01-18,C0919,41,Female,East,Germany,Clothing,Shoes,220.07,2.0,0.17,365.32,125.35,Cash,2024-01
O03568,2023-01-04,C1607,39,Female,North,India,Clothing,Shoes,218.08,3.0,0.03,634.61,154.25,Credit Card,2023-01
O03569,2023-01-30,C1529,45,Female,North,Germany,Electronics,Tablet,201.74,1.0,0.13,175.51,35.36,Debit Card,2023-01
O03570,2023-10-28,C0598,62,Female,West,Canada,Office Supplies,Notebook,515.16,3.0,0.06,1452.75,420.99,Cash,2023-10
O03571,2024-04-07,C0673,47,Female,East,India,Office Supplies,Notebook,390.66,2.0,0.08,718.81,251.5,Cash,2024-04
O03572,2023-01-22,C0764,30,Male,South,Australia,Clothing,Shoes,592.5,4.0,0.22,1848.6,437.53,Credit Card,2023-01
O03573,2024-06-10,C0955,38,Male,East,USA,Clothing,T-Shirt,201.03,2.0,0.28,289.48,67.05,PayPal,2024-06
O03574,2023-12-08,C0216,26,Female,North,Canada,Furniture,Cabinet,616.34,2.0,0.05,1171.05,334.46,Debit Card,2023-12
O03575,2023-01-23,C1231,59,Female,East,UK,Electronics,Smartphone,93.92,2.0,0.08,172.81,54.0,PayPal,2023-01
O03576,2023-12-05,C1703,46,Male,North,Germany,Furniture,Sofa,407.06,5.0,0.15,1730.0,578.92,Credit Card,2023-12
O03577,2024-01-26,C1313,31,Female,East,Germany,Furniture,Cabinet,700.81,3.0,0.03,2039.36,605.44,PayPal,2024-01
O03578,2023-04-12,C0484,43,Female,West,Germany,Office Supplies,Stapler,610.14,5.0,0.2,2440.56,636.84,Debit Card,2023-04
O03579,2023-05-16,C0556,56,Female,West,UK,Office Supplies,Notebook,593.46,4.0,0.09,2160.19,636.97,Credit Card,2023-05
O03580,2023-05-16,C0062,56,Female,East,India,Electronics,Smartphone,542.71,5.0,0.27,1980.89,335.68,PayPal,2023-05
O03581,2023-07-28,C1147,65,Male,West,Canada,Office Supplies,Stapler,575.71,1.0,0.07,535.41,105.56,Cash,2023-07
O03582,2023-10-04,C1570,52,Female,West,Canada,Electronics,Headphones,523.03,2.0,0.17,868.23,103.91,PayPal,2023-10
O03583,2023-05-06,C1105,62,Male,East,Canada,Electronics,Tablet,613.81,3.0,0.24,1399.49,231.06,PayPal,2023-05
O03584,2023-07-10,C0939,21,Female,South,India,Clothing,Jacket,350.15,2.0,0.14,602.26,122.25,Credit Card,2023-07
O03585,2023-12-09,C0518,47,Male,West,India,Electronics,Headphones,324.43,1.0,0.26,240.08,38.75,Credit Card,2023-12
O03586,2023-09-16,C0782,18,Male,West,Canada,Furniture,Desk,236.1,4.0,0.16,793.3,197.99,Credit Card,2023-09
O03587,2023-01-20,C1147,59,Female,West,Germany,Office Supplies,Notebook,891.74,4.0,0.11,3174.59,401.83,Debit Card,2023-01
O03588,2023-06-27,C0661,43,Female,West,Australia,Clothing,Shoes,816.33,1.0,0.23,628.57,138.16,Cash,2023-06
O03589,2023-03-10,C1063,43,Male,West,Germany,Office Supplies,Stapler,79.3,2.0,0.24,120.54,35.13,Cash,2023-03
O03590,2023-08-01,C1621,52,Male,South,USA,Furniture,Chair,746.78,4.0,0.04,2867.64,777.73,Cash,2023-08
O03591,2023-11-07,C0056,57,Female,West,Germany,Clothing,Jacket,571.35,4.0,0.01,2262.55,403.19,Cash,2023-11
O03592,2023-11-01,C0551,33,Female,East,India,Electronics,Smartphone,117.85,4.0,0.11,419.55,47.03,Credit Card,2023-11
O03593,2023-03-20,C1435,29,Male,East,Canada,Furniture,Desk,917.95,5.0,0.05,4360.26,456.5,Debit Card,2023-03
O03594,2024-01-30,C0659,19,Female,East,Germany,Office Supplies,Stapler,602.68,1.0,0.28,433.93,108.6,Debit Card,2024-01
O03595,2023-07-12,C0184,38,Male,East,USA,Clothing,T-Shirt,928.57,4.0,0.1,3342.85,910.52,Debit Card,2023-07
O03596,2024-04-18,C0867,51,Female,North,Australia,Furniture,Cabinet,454.57,5.0,0.22,1772.82,264.75,Debit Card,2024-04
O03597,2023-08-20,C0490,39,Female,East,UK,Electronics,Laptop,555.9,3.0,0.24,1267.45,268.62,Cash,2023-08
O03598,2023-03-27,C0849,63,Male,East,USA,Office Supplies,Printer Paper,74.68,2.0,0.02,146.37,25.87,Cash,2023-03
O03599,2023-09-09,C1369,29,Female,East,UK,Furniture,Sofa,638.19,4.0,0.11,2271.96,734.53,PayPal,2023-09
O03600,2023-10-16,C0880,65,Male,South,Australia,Electronics,Smartphone,763.24,5.0,0.08,3510.9,1210.23,Cash,2023-10
O03601,2023-06-27,C0893,34,Female,North,USA,Furniture,Desk,893.69,2.0,0.25,1340.54,463.18,PayPal,2023-06
O03602,2023-09-26,C1691,29,Female,West,UK,Office Supplies,Notebook,501.54,5.0,0.03,2432.47,704.57,PayPal,2023-09
O03603,2024-04-10,C1629,39,Male,South,Australia,Clothing,T-Shirt,468.57,3.0,0.19,1138.63,257.04,PayPal,2024-04
O03604,2023-01-19,C0767,62,Male,East,USA,Clothing,Jacket,771.15,4.0,0.21,2436.83,291.25,Credit Card,2023-01
O03605,2024-02-16,C1264,19,Female,North,USA,Clothing,Shoes,226.34,4.0,0.05,860.09,137.27,Credit Card,2024-02
O03606,2023-08-26,C0244,38,Female,West,India,Furniture,Sofa,278.75,2.0,0.16,468.3,127.37,PayPal,2023-08
O03607,2023-01-18,C0126,55,Male,South,USA,Clothing,T-Shirt,956.28,5.0,0.15,4064.19,421.75,PayPal,2023-01
O03608,2023-07-13,C1192,19,Male,South,India,Furniture,Chair,748.55,2.0,0.26,1107.85,150.17,PayPal,2023-07
O03609,2024-01-09,C1575,63,Female,East,Australia,Office Supplies,Pen Set,889.23,3.0,0.18,2187.51,421.9,PayPal,2024-01
O03610,2024-03-29,C1119,62,Male,South,Canada,Furniture,Sofa,215.45,1.0,0.17,178.82,33.58,PayPal,2024-03
O03611,2024-03-31,C1121,46,Male,North,Australia,Clothing,Shoes,188.31,5.0,0.07,875.64,185.13,Debit Card,2024-03
O03612,2023-01-13,C1397,22,Female,East,Australia,Clothing,Shoes,758.31,1.0,0.25,568.73,164.03,PayPal,2023-01
O03613,2024-03-05,C0323,60,Female,West,Australia,Office Supplies,Notebook,897.0,2.0,0.13,1560.78,522.59,Cash,2024-03
O03614,2024-01-01,C1066,46,Female,North,Canada,Electronics,Smartphone,44.21,3.0,0.27,96.82,25.73,Debit Card,2024-01
O03615,2023-02-16,C0517,43,Male,West,India,Furniture,Desk,636.46,3.0,0.28,1374.75,223.88,Cash,2023-02
O03616,2023-07-14,C1258,28,Male,South,India,Clothing,Jacket,22.9,4.0,0.07,85.19,10.68,Cash,2023-07
O03617,2023-03-24,C1862,52,Male,North,USA,Furniture,Desk,759.72,4.0,0.15,2583.05,374.42,Credit Card,2023-03
O03618,2024-02-09,C1267,58,Female,South,Germany,Electronics,Headphones,420.96,4.0,0.08,1549.13,180.58,Credit Card,2024-02
O03619,2024-05-15,C1423,54,Male,East,UK,Office Supplies,Printer Paper,426.1,2.0,0.3,596.54,165.13,Debit Card,2024-05
O03620,2023-04-19,C1954,61,Male,North,Australia,Electronics,Laptop,739.15,1.0,0.19,598.71,138.44,Debit Card,2023-04
O03621,2023-04-03,C0677,28,Male,North,Germany,Clothing,T-Shirt,809.27,4.0,0.26,2395.44,665.54,PayPal,2023-04
O03622,2023-08-04,C1945,20,Female,North,India,Furniture,Chair,105.46,4.0,0.04,404.97,53.73,PayPal,2023-08
O03623,2024-01-27,C1714,65,Female,East,Germany,Electronics,Laptop,386.97,4.0,0.02,1516.92,323.95,Debit Card,2024-01
O03624,2024-05-18,C1860,47,Male,North,India,Electronics,Laptop,48.96,4.0,0.05,186.05,46.89,PayPal,2024-05
O03625,2024-04-27,C1272,52,Male,North,Australia,Electronics,Headphones,70.34,3.0,0.23,162.49,27.27,Cash,2024-04
O03626,2023-12-05,C1105,58,Female,West,India,Office Supplies,Notebook,887.54,2.0,0.12,1562.07,336.3,PayPal,2023-12
O03627,2023-10-14,C1574,49,Male,North,Canada,Furniture,Cabinet,533.96,5.0,0.21,2109.14,423.0,Debit Card,2023-10
O03628,2023-08-11,C1579,20,Male,East,India,Furniture,Chair,271.92,2.0,0.01,538.4,136.2,Debit Card,2023-08
O03629,2023-01-27,C1613,47,Male,North,USA,Furniture,Cabinet,953.43,4.0,0.1,3432.35,567.96,PayPal,2023-01
O03630,2023-07-27,C1664,63,Female,East,Australia,Electronics,Headphones,218.71,2.0,0.1,393.68,49.61,Debit Card,2023-07
O03631,2023-07-27,C0108,30,Female,South,USA,Office Supplies,Pen Set,982.03,2.0,0.21,1551.61,490.92,Credit Card,2023-07
O03632,2023-09-22,C1134,58,Male,West,Australia,Electronics,Laptop,174.6,3.0,0.15,445.23,78.2,Debit Card,2023-09
O03633,2023-03-03,C0815,38,Female,West,UK,Electronics,Laptop,142.2,1.0,0.21,112.34,25.74,Credit Card,2023-03
O03634,2023-04-08,C1976,60,Female,West,Germany,Furniture,Sofa,137.41,3.0,0.05,391.62,80.11,Debit Card,2023-04
O03635,2024-04-07,C0235,22,Male,West,USA,Office Supplies,Stapler,530.72,4.0,0.08,1953.05,679.71,PayPal,2024-04
O03636,2023-04-14,C0596,48,Male,East,Canada,Clothing,Shoes,553.76,3.0,0.06,1561.6,338.33,Debit Card,2023-04
O03637,2023-12-18,C0354,38,Female,West,Germany,Office Supplies,Stapler,813.13,2.0,0.2,1301.01,316.32,Credit Card,2023-12
O03638,2024-02-02,C1284,42,Male,South,Australia,Furniture,Chair,660.02,1.0,0.03,640.22,172.28,Credit Card,2024-02
O03639,2023-12-28,C1460,59,Male,West,Australia,Electronics,Tablet,647.69,1.0,0.19,524.63,176.54,Debit Card,2023-12
O03640,2023-05-25,C0458,21,Female,West,Germany,Furniture,Sofa,720.55,4.0,0.02,2824.56,347.04,PayPal,2023-05
O03641,2023-08-24,C0472,50,Female,North,Germany,Furniture,Desk,440.06,5.0,0.22,1716.23,389.95,PayPal,2023-08
O03642,2024-02-23,C0815,21,Male,North,Canada,Electronics,Tablet,942.23,5.0,0.06,4428.48,1473.64,PayPal,2024-02
O03643,2023-07-29,C0835,33,Female,West,Canada,Electronics,Headphones,448.5,2.0,0.09,816.27,111.21,PayPal,2023-07
O03644,2023-04-07,C1442,45,Female,West,UK,Electronics,Headphones,747.74,2.0,0.01,1480.53,298.73,Cash,2023-04
O03645,2023-11-05,C0268,56,Male,South,Germany,Furniture,Sofa,527.27,1.0,0.18,432.36,145.91,Debit Card,2023-11
O03646,2023-12-10,C0214,44,Male,North,Canada,Clothing,Jacket,272.17,2.0,0.11,484.46,101.5,Debit Card,2023-12
O03647,2023-08-17,C0210,29,Female,North,UK,Office Supplies,Stapler,982.98,2.0,0.08,1808.68,296.67,Credit Card,2023-08
O03648,2024-03-28,C1997,65,Female,East,Germany,Office Supplies,Printer Paper,717.88,2.0,0.09,1306.54,406.6,Cash,2024-03
O03649,2024-06-12,C1635,39,Male,West,Canada,Furniture,Desk,481.9,1.0,0.14,414.43,67.09,Debit Card,2024-06
O03650,2023-11-01,C0672,34,Female,North,Australia,Clothing,T-Shirt,629.36,3.0,0.24,1434.94,301.2,PayPal,2023-11
O03651,2024-06-23,C1956,20,Female,West,Germany,Clothing,Shoes,522.48,1.0,0.07,485.91,129.55,Credit Card,2024-06
O03652,2023-07-03,C0935,45,Male,West,Canada,Furniture,Chair,356.65,3.0,0.16,898.76,233.05,Debit Card,2023-07
O03653,2023-09-20,C0743,26,Female,North,Germany,Electronics,Smartphone,881.16,2.0,0.09,1603.71,355.7,PayPal,2023-09
O03654,2023-11-15,C0835,24,Female,North,USA,Electronics,Laptop,657.58,3.0,0.2,1578.19,340.29,Debit Card,2023-11
O03655,2023-03-23,C1289,28,Male,East,Canada,Clothing,Jacket,564.45,1.0,0.2,451.56,60.36,Cash,2023-03
O03656,2023-03-17,C0278,46,Female,North,India,Office Supplies,Printer Paper,202.69,5.0,0.0,1013.45,250.99,Cash,2023-03
O03657,2023-10-16,C0556,49,Female,North,Canada,Electronics,Smartphone,38.51,5.0,0.18,157.89,22.1,Credit Card,2023-10
O03658,2024-02-17,C0536,24,Female,East,Canada,Clothing,T-Shirt,163.01,5.0,0.07,758.0,155.54,PayPal,2024-02
O03659,2023-05-10,C1683,44,Female,West,UK,Electronics,Smartphone,245.62,4.0,0.1,884.23,127.86,Cash,2023-05
O03660,2023-02-14,C0028,53,Male,East,Canada,Electronics,Laptop,864.38,5.0,0.15,3673.61,373.72,Debit Card,2023-02
O03661,2023-01-01,C0001,39,Male,West,Canada,Furniture,Cabinet,866.61,4.0,0.19,2807.82,832.5,Debit Card,2023-01
O03662,2023-02-22,C1861,30,Male,West,USA,Electronics,Laptop,900.64,4.0,0.17,2990.12,426.13,Debit Card,2023-02
O03663,2023-07-29,C1789,63,Female,West,Australia,Office Supplies,Pen Set,121.72,3.0,0.02,357.86,111.94,Credit Card,2023-07
O03664,2023-03-02,C0913,18,Male,West,Australia,Furniture,Chair,833.5,5.0,0.09,3792.43,1158.12,Debit Card,2023-03
O03665,2024-02-23,C0444,39,Male,East,Canada,Furniture,Cabinet,208.23,5.0,0.23,801.69,207.8,Cash,2024-02
O03666,2023-10-03,C1262,38,Female,North,USA,Furniture,Chair,940.74,3.0,0.11,2511.78,580.52,PayPal,2023-10
O03667,2024-04-11,C1732,27,Male,East,Germany,Furniture,Desk,888.61,1.0,0.2,710.89,75.84,PayPal,2024-04
O03668,2024-05-14,C0749,31,Male,South,Canada,Office Supplies,Notebook,279.16,5.0,0.18,1144.56,331.35,PayPal,2024-05
O03669,2023-03-08,C0878,47,Female,South,Australia,Electronics,Smartphone,469.56,5.0,0.18,1925.2,544.16,Credit Card,2023-03
O03670,2023-10-09,C0673,34,Male,North,Canada,Electronics,Headphones,630.07,5.0,0.08,2898.32,857.32,PayPal,2023-10
O03671,2024-05-10,C0554,55,Female,North,USA,Furniture,Cabinet,192.01,5.0,0.29,681.64,127.23,Credit Card,2024-05
O03672,2024-05-20,C1346,29,Male,North,Canada,Electronics,Tablet,462.26,1.0,0.02,453.01,147.62,PayPal,2024-05
O03673,2023-08-04,C1976,60,Female,West,India,Furniture,Chair,336.87,3.0,0.26,747.85,153.62,Credit Card,2023-08
O03674,2023-10-02,C0870,56,Male,North,USA,Clothing,T-Shirt,136.44,2.0,0.11,242.86,33.54,Debit Card,2023-10
O03675,2023-10-28,C1272,59,Female,West,Australia,Electronics,Laptop,144.07,3.0,0.03,419.24,114.52,Cash,2023-10
O03676,2024-04-04,C1852,26,Female,East,Germany,Electronics,Tablet,810.73,4.0,0.21,2561.91,831.04,PayPal,2024-04
O03677,2024-05-05,C0993,36,Female,West,UK,Electronics,Smartphone,339.97,2.0,0.2,543.95,136.43,Credit Card,2024-05
O03678,2023-02-28,C0076,63,Female,South,India,Office Supplies,Printer Paper,631.28,1.0,0.15,536.59,163.66,Debit Card,2023-02
O03679,2023-02-16,C1389,27,Male,South,USA,Clothing,Shoes,876.88,4.0,0.07,3261.99,1128.72,Cash,2023-02
O03680,2023-07-11,C1907,50,Female,West,India,Office Supplies,Printer Paper,730.39,3.0,0.04,2103.52,477.98,PayPal,2023-07
O03681,2024-01-29,C1796,52,Female,North,Australia,Office Supplies,Stapler,274.7,5.0,0.14,1181.21,167.67,Cash,2024-01
O03682,2023-11-14,C1792,50,Female,North,UK,Electronics,Laptop,63.21,3.0,0.11,168.77,33.97,PayPal,2023-11
O03683,2023-12-15,C1738,33,Male,East,Germany,Clothing,Jeans,589.12,5.0,0.09,2680.5,573.04,PayPal,2023-12
O03684,2023-05-02,C1412,62,Female,East,USA,Clothing,Shoes,219.89,2.0,0.14,378.21,78.23,PayPal,2023-05
O03685,2023-04-19,C1747,22,Male,West,Australia,Electronics,Smartphone,539.47,4.0,0.26,1596.83,304.98,PayPal,2023-04
O03686,2023-11-30,C1155,35,Male,South,Canada,Electronics,Smartphone,253.69,2.0,0.09,461.72,117.28,Cash,2023-11
O03687,2024-04-18,C1473,23,Male,North,USA,Office Supplies,Stapler,700.16,4.0,0.09,2548.58,775.99,Cash,2024-04
O03688,2023-02-22,C1700,34,Male,East,Canada,Furniture,Cabinet,108.37,3.0,0.07,302.35,61.65,PayPal,2023-02
O03689,2024-04-26,C0518,56,Male,East,Germany,Office Supplies,Pen Set,718.18,4.0,0.02,2815.27,726.24,Credit Card,2024-04
O03690,2024-06-23,C1363,48,Female,West,India,Clothing,T-Shirt,544.27,2.0,0.02,1066.77,271.58,PayPal,2024-06
O03691,2023-06-16,C1487,22,Female,North,Australia,Electronics,Tablet,201.78,1.0,0.04,193.71,39.71,PayPal,2023-06
O03692,2023-11-23,C1428,49,Female,North,UK,Clothing,Jacket,624.96,5.0,0.23,2406.1,807.51,Cash,2023-11
O03693,2023-11-25,C0767,54,Male,South,Germany,Electronics,Smartphone,44.4,5.0,0.07,206.46,65.39,Credit Card,2023-11
O03694,2024-06-16,C1424,62,Male,East,Canada,Clothing,T-Shirt,179.34,2.0,0.23,276.18,95.91,PayPal,2024-06
O03695,2023-06-26,C0414,29,Female,North,Australia,Furniture,Sofa,354.05,4.0,0.02,1387.88,174.05,Cash,2023-06
O03696,2023-07-03,C1661,62,Female,East,UK,Clothing,T-Shirt,911.3,3.0,0.18,2241.8,512.43,Cash,2023-07
O03697,2023-07-25,C0275,49,Male,South,UK,Electronics,Headphones,263.87,1.0,0.04,253.32,72.42,Credit Card,2023-07
O03698,2024-01-25,C0006,58,Female,West,UK,Clothing,Jacket,215.76,3.0,0.2,517.82,52.05,Cash,2024-01
O03699,2023-08-02,C0504,64,Female,West,India,Electronics,Headphones,641.93,5.0,0.24,2439.33,648.84,Cash,2023-08
O03700,2023-02-08,C1663,28,Female,South,USA,Clothing,T-Shirt,276.29,2.0,0.28,397.86,124.78,Credit Card,2023-02
O03701,2024-05-01,C0268,59,Male,West,Canada,Clothing,T-Shirt,270.61,3.0,0.16,681.94,97.09,Credit Card,2024-05
O03702,2023-05-26,C1684,64,Male,East,India,Office Supplies,Pen Set,878.47,3.0,0.01,2609.06,469.34,PayPal,2023-05
O03703,2023-08-31,C0094,43,Male,North,UK,Electronics,Laptop,273.68,5.0,0.27,998.93,133.66,PayPal,2023-08
O03704,2023-06-19,C0403,35,Male,West,USA,Clothing,Shoes,566.78,2.0,0.07,1054.21,201.88,PayPal,2023-06
O03705,2024-02-16,C0492,50,Female,North,Canada,Furniture,Sofa,884.13,5.0,0.17,3669.14,769.38,Cash,2024-02
O03706,2023-02-13,C0090,40,Female,West,Australia,Furniture,Chair,908.37,1.0,0.14,781.2,268.26,Debit Card,2023-02
O03707,2024-02-20,C1290,42,Male,East,USA,Clothing,Jacket,461.39,3.0,0.01,1370.33,292.9,PayPal,2024-02
O03708,2023-01-16,C0683,44,Female,East,India,Electronics,Headphones,329.84,4.0,0.26,976.33,218.9,Debit Card,2023-01
